,missing_glove,missing_cn,missing_wn
ribs,1,1,0
tummy,1,0,0
gap,1,1,0
chillin,1,1,1
abdomen,1,1,0
wet,1,1,0
covered,1,1,0
mommies,1,1,0
aleve,1,1,0
cuffed,1,1,0
confusing,1,1,0
strange,1,1,0
ironic,1,1,0
ibk,1,1,1
rushn,1,1,1
iimm,1,1,1
lettinq,1,1,1
irresistible,1,1,0
leggin,1,1,1
buick,1,1,1
nosing,1,0,0
subtweeting,1,1,1
shuddered,1,1,0
headband,1,1,1
unnamed,1,1,0
hackin,1,1,1
anniston,1,1,1
juciy,1,1,1
affiliated,1,1,0
steakhouse,1,1,0
dino,1,1,1
marauder,1,1,0
delante,1,1,1
bred,1,1,0
decently,1,1,0
vent,1,1,0
works,1,1,0
faster,1,1,0
strickly,1,0,1
masa,1,1,0
peddlers,1,1,0
nipples,1,1,0
resemble,1,1,1
zetas,1,1,0
chirac,1,1,1
flies,1,1,0
foee,1,1,1
pual,1,1,1
longevity,1,1,0
stadion,1,1,1
st,1,1,1
march,1,1,0
tylah,1,1,1
streetz,1,1,1
essence,1,0,0
marry,1,1,0
resistant,1,1,0
masu,1,1,1
h&amp;m,1,1,1
fluent,1,1,0
coded,1,1,0
cruches,1,1,1
split,1,1,0
brackets,1,1,0
swapped,1,1,0
complained,1,1,0
lanta,1,1,1
stayingg,1,1,1
gettiing,1,1,1
sweetcakes,1,1,1
nooks,1,1,0
secretly,1,1,0
litt,1,1,1
duro,1,1,1
ahahahahahaha,1,1,1
trifflin,1,1,1
dollar,1,1,0
lived,1,1,0
yay,1,1,0
bathtub,1,1,0
hisself,1,1,1
headache,1,1,0
anoyin,1,1,1
crazi,1,1,1
sizsiniz,1,1,1
allstars,1,1,1
mufc,1,1,1
humidity,1,1,0
obv,1,1,1
dangled,1,1,0
wrists,1,1,0
hidup,1,1,1
dibanding,1,1,1
moonwalk,1,1,1
iim,1,1,1
southmall,1,1,1
mhn,1,1,1
bbies,1,1,1
coachella,1,1,1
usee,1,1,1
v.i.p,1,1,1
theater,1,1,0
cast,1,0,0
oms,1,1,1
schul,1,1,1
accuweather,1,1,1
nightmares,1,0,0
wlkd,1,1,1
scares,1,1,0
iwass,1,1,1
jetta,1,1,1
sini,1,1,1
meisha,1,1,1
ried,1,1,1
jordon,1,1,1
hen,1,1,0
dey,1,1,1
wearin,1,1,1
conscience,1,1,0
bawn,1,1,1
cucumbers,1,1,0
garrison,1,1,0
feeties,1,1,1
remand,1,0,0
distracted,1,1,0
mistrial,1,1,1
lawndale,1,1,1
amane,1,1,1
nar,1,1,1
residents,1,1,0
kraze,1,1,1
filth,1,1,0
mdf,1,0,1
glade,1,1,0
write,1,1,0
literal,1,1,0
sudoku,1,1,1
nomore,1,1,1
clucks,1,1,0
keva,1,1,1
poms,1,1,0
bht,1,1,1
asem,1,1,1
dereck,1,0,1
mistaked,1,1,0
pembina,1,1,1
tylerr,1,1,1
flashpoint,1,0,0
simps,1,1,1
scallywags,1,0,0
combine,1,1,0
receivin,1,1,1
wifen,1,1,1
futures,1,1,0
sld,1,1,1
ctfu,1,1,1
according,1,1,0
egos,1,1,0
leavein,1,1,1
rut,1,1,0
keo,1,1,1
dest,1,1,0
verdict,1,1,0
spendin,1,1,1
famiy,1,1,1
freg,1,1,1
generating,1,1,0
curve,1,1,0
beech,1,1,0
shaki,1,1,1
flic,1,1,1
onday,1,1,1
sixes,1,0,0
lhb,1,1,1
cic,1,0,1
gardens,1,1,0
thence,1,1,0
origins,1,1,0
footies,1,1,1
snowcones,1,1,1
goats,1,1,0
smokin,1,1,1
expecte,1,1,1
reeses,1,1,1
lassalle,1,1,1
pelican,1,1,1
intensively,1,1,1
tallulah,1,1,1
goodys,1,1,0
kimo,1,1,1
untel,1,1,1
tonthe,1,1,1
vin,1,1,1
pratique,1,1,1
ashburn,1,0,1
wheaton,1,1,1
sheep,1,1,1
maestro,1,1,0
gwap,1,1,1
procrastinatin,1,1,1
memorable,1,1,1
lathan,1,1,1
apparel,1,1,0
nerve,1,1,0
equipment,1,1,1
jobs,1,1,0
average,1,1,0
window,1,1,0
shun,1,1,0
goone,1,1,1
fhinna,1,1,1
boyfreind,1,1,1
promotin,1,1,1
boob,1,1,0
conformation,1,1,0
oney,1,1,1
juic,1,1,1
realli,1,1,1
practicing,1,1,0
playing,1,0,0
chant,1,1,0
illustrious,1,1,0
finger,1,1,0
holla,1,1,0
thingsicantlivewithout,1,1,1
procrastinating,1,1,0
freakn,1,1,1
effing,1,1,0
politicin,1,1,1
germany,1,1,0
tocarra,1,1,1
murkin,1,1,1
dawgin,1,1,1
eeen,1,1,1
babbe,1,1,1
fuk,1,1,1
sch,1,1,1
downtown,1,0,0
rhinoceros,1,1,0
flown,1,1,0
rollover,1,1,1
demandara,1,1,1
eithaa,1,1,1
burlesque,1,1,0
slammed,1,1,0
enables,1,1,0
knocked,1,0,0
beards,1,0,0
provoke,1,1,0
shie,1,1,1
wiggas,1,1,1
maids,1,1,0
flinches,1,1,0
spraying,1,1,0
sidechicks,1,1,1
stinky,1,1,0
peein,1,1,1
gassy,1,1,0
ballads,1,1,0
howards,1,1,0
rebound,1,1,0
itself,1,0,1
wellsfargo,1,1,1
postoffice,1,1,1
halff,1,1,1
additive,1,1,0
anc,1,1,1
birmingham,1,1,0
bloodz,1,1,1
mks,1,1,1
releif,1,1,1
chalie,1,1,1
blight,1,1,0
pida,1,1,1
ihave,1,1,1
mok,1,1,1
tbr,1,1,1
essense,1,1,1
suzzy,1,1,1
wires,1,1,0
faithfulness,1,1,0
bumpers,1,1,0
totter,1,1,0
souffle,1,1,1
heavenly,1,1,0
assumed,1,1,0
jut,1,1,0
periced,1,1,1
financier,1,1,0
kepengen,1,1,1
methods,1,1,0
ripen,1,0,0
mathh,1,1,1
yello,1,1,1
smooches,1,1,0
smoochies,1,1,1
straght,1,1,1
edd,1,1,0
meka,1,1,1
drench,1,0,0
banget,1,1,1
adorn,1,1,0
temperatures,1,1,0
midas,1,1,0
beggy,1,1,1
babysitters,1,1,0
dreamingg,1,1,1
matchn,1,1,1
buanglah,1,1,1
putty,1,1,1
denia,1,1,1
saling,1,1,1
comedian,1,1,0
fago,1,1,1
accuse,1,1,0
greed,1,1,0
intervew,1,1,1
shldnt,1,1,1
alwys,1,1,1
blastoff,1,1,0
wiggin,1,1,1
implemented,1,1,0
confronting,1,1,0
smothering,1,1,0
nhs,1,1,0
cali,1,1,0
atl,1,1,1
hatred,1,1,0
leveled,1,1,0
molester,1,1,1
campuses,1,1,0
hospitals,1,0,0
flavoring,1,1,0
lovies,1,1,1
hru,1,1,1
faeva,1,1,1
weddin,1,1,1
tallin,1,1,0
gott,1,1,1
eyan,1,1,1
teling,1,1,1
doung,1,1,1
h.es,1,1,1
crackas,1,1,1
songstress,1,1,1
holling,1,1,1
anii,1,1,1
questioning,1,1,0
censoring,1,1,0
prepping,1,0,1
prays,1,1,0
breaths,1,1,0
breakroom,1,1,1
jimmys,1,1,0
hunniee,1,1,1
happppy,1,1,1
haopy,1,1,1
enclosed,1,0,0
thunderin,1,1,1
laro,1,1,1
arranged,1,1,0
alch,1,1,1
bubbas,1,1,1
cheekies,1,1,1
umsl,1,1,1
slimy,1,1,0
spouse,1,1,0
clued,1,1,0
drawers,1,1,0
cbj,1,1,1
peeped,1,1,0
scoring,1,1,0
nasy,1,1,1
baths,1,1,0
ouchea,1,1,1
rwn,1,1,1
lbss,1,1,0
muahh,1,1,1
reir,1,1,1
ajajajaj,1,1,1
dapet,1,1,1
fronted,1,0,0
underneath,1,1,1
campin,1,1,1
entonces,1,1,1
poping,1,1,0
observant,1,1,0
chiropractic,1,1,1
childcare,1,1,0
strategist,1,1,0
joggin,1,1,1
pipebomb,1,1,1
clobbering,1,1,0
aweful,1,1,1
posterizing,1,1,1
cheerwine,1,1,1
havein,1,1,1
restocks,1,1,0
icare,1,1,1
thst,1,1,1
collusion,1,1,0
reep,1,1,1
goff,1,1,1
corrects,1,0,0
thirstys,1,1,1
tallking,1,1,1
mayoo,1,1,1
invalid,1,1,0
beginning,1,1,0
cmb,1,1,0
beginners,1,1,0
techniques,1,1,0
splurgin,1,1,1
revo,1,1,1
hike,1,0,0
goina,1,1,1
atfer,1,1,1
stoppd,1,1,1
hunky,1,1,1
graphite,1,1,0
parading,1,1,0
inflicted,1,1,0
bruhs,1,1,1
squirming,1,1,0
crook,1,1,0
slop,1,1,0
xpression,1,1,1
willbe,1,1,1
informant,1,1,0
ireally,1,1,1
waivers,1,1,0
fogot,1,1,1
putts,1,1,0
worlds,1,1,0
yold,1,1,1
redder,1,1,0
mella,1,1,1
recia,1,1,1
governmental,1,1,1
crumpets,1,1,0
chambers,1,1,0
givn,1,1,1
fuckoff,1,1,1
wv,1,1,0
berdua,1,1,1
dhatz,1,1,1
saatnya,1,1,1
dicksuckin,1,1,1
drawin,1,1,1
gassin,1,1,1
mooving,1,1,1
dahts,1,1,1
happyeaster,1,1,1
iluv,1,1,1
evict,1,1,0
rollinq,1,1,1
kalen,1,1,1
onnt,1,1,1
factors,1,1,0
newnan,1,1,1
swp,1,1,1
handstands,1,1,0
tould,1,1,1
fibrous,1,1,0
jor,1,1,1
thuglife,1,1,1
thete,1,1,1
mcnugget,1,1,1
yamp,1,1,1
hooooooome,1,1,1
hod,1,1,1
blad,1,1,1
sweg,1,1,1
jhy,1,1,1
thz,1,1,0
viendote,1,1,1
iseeu,1,1,1
doimg,1,1,1
paramedic,1,1,0
keepa,1,1,1
nyam,1,1,1
betters,1,1,0
booter,1,1,1
butchu,1,1,1
stomping,1,1,0
blackhole,1,1,1
gur,1,1,0
perfer,1,1,1
wetback,1,1,0
yerse,1,1,1
lawwwdd,1,1,1
temperature,1,1,1
ckome,1,1,1
adrianas,1,1,1
cains,1,1,0
splitting,1,1,0
clubing,1,1,0
we'on,1,1,1
salvage,1,1,0
merrillville,1,1,1
bollox,1,1,1
cheesesteak,1,1,1
restrain,1,1,0
fryer,1,0,0
@@@@@@@@@@@@@@@@,1,1,1
willies,1,0,1
gaah,1,1,1
exspecially,1,1,1
regula,1,1,1
skiing,1,1,0
giveme,1,1,1
advise,1,1,0
ypsilanti,1,1,1
sosick,1,1,1
hellyes,1,1,1
crimson,1,1,0
premiums,1,1,0
uhn,1,1,1
seagrams,1,1,1
sophomore,1,1,0
daaaaaay,1,1,1
btt,1,1,1
obsessing,1,1,0
eiu,1,1,1
damee,1,1,1
hendersons,1,1,1
kwanza,1,1,0
jerkk,1,1,1
forcin,1,1,1
correcting,1,1,0
closecall,1,1,1
purebliss,1,1,1
zzzquil,1,1,1
seventh,1,1,0
cluuub,1,1,1
plaay,1,1,1
advocate,1,1,0
blinker,1,1,0
whoes,1,1,1
tobogganing,1,0,0
rumplestiltskin,1,1,1
mindframe,1,1,1
lbds,1,1,1
deadline,1,1,1
influences,1,1,0
feep,1,1,1
initals,1,1,1
maryland,1,1,0
koyo,1,1,1
bittersweet,1,1,0
darkies,1,1,0
grio,1,1,1
wacking,1,1,1
bloodclaut,1,1,1
muffs,1,1,0
excercise,1,1,1
justic,1,1,1
baaaaad,1,1,1
sucky,1,0,1
stormy,1,0,0
tracc,1,1,1
hoop,1,0,0
judgeme,1,1,1
dub,1,1,0
wickedly,1,0,0
eastcoast,1,1,1
uwg,1,1,1
classless,1,1,0
egotistical,1,1,0
hennessy,1,1,1
root,1,1,0
jkh,1,1,1
l'inferno,1,1,1
thsnks,1,1,1
merely,1,1,0
discourage,1,1,0
baws,1,1,1
haaaay,1,1,1
masters,1,1,0
bithc,1,1,1
canser,1,1,1
greater,1,0,0
vagar,1,1,1
trainings,1,1,0
seng,1,1,1
tought,1,1,1
hommo,1,1,1
indictment,1,1,0
chairs,1,1,0
nitty,1,1,1
booooi,1,1,1
getchoo,1,1,1
trustnoone,1,1,1
likd,1,1,1
wrenching,1,1,0
demn,1,1,1
kkkkkkkkkkkkkkkkkkk,1,1,1
pukin,1,1,1
gws,1,1,1
oaklawn,1,1,1
choppa,1,1,1
smacker,1,1,1
jtfo,1,1,1
jumpshot,1,1,1
muthafukas,1,1,1
teraweh,1,1,1
kemane,1,1,1
waana,1,1,1
wona,1,1,1
cleans,1,1,0
guve,1,1,1
pwi,1,1,1
songwriting,1,1,1
appriciate,1,1,1
yuee,1,1,1
beasted,1,0,1
bowy,1,1,1
tko,1,1,0
kaboom,1,1,1
rhythm,1,0,0
criminalize,1,1,0
pie,1,1,0
pob,1,1,0
yadig,1,1,1
excuses,1,1,0
inspecting,1,1,0
betrays,1,0,0
retaliated,1,1,0
stamping,1,1,0
hardwork,1,1,1
owow,1,1,1
dmana,1,1,1
nevea,1,1,1
vad,1,1,1
psssh,1,1,1
ugggggh,1,1,1
loolz,1,1,1
maaaaaaan,1,1,1
pleasing,1,1,0
awwwwe,1,1,1
annnnd,1,1,1
shootin,1,1,1
dwelling,1,1,0
sh_t,1,1,1
suiting,1,1,0
shrivel,1,1,0
waheva,1,1,1
ceremonies,1,0,0
auditions,1,1,0
muthafukka,1,1,1
mathafucka,1,1,1
nnnd,1,1,1
iya,1,1,1
milestone,1,1,0
intensity,1,1,0
nupes,1,1,1
downward,1,1,0
nods,1,1,0
whisper,1,1,0
stilllaughing,1,1,1
welcme,1,1,1
botb,1,1,1
hinges,1,1,0
yuy,1,1,1
weeehh,1,1,1
lawan,1,1,1
obliterate,1,1,0
nyuri,1,1,1
uncontrollable,1,1,0
leggoo,1,1,1
tellem,1,1,1
frontrow,1,1,1
backwood,1,1,1
goodmorniing,1,1,1
wooooooot,1,1,1
shoooot,1,1,1
snaggle,1,1,1
asu,1,1,1
ohmagawd,1,1,1
lovaa,1,1,1
bummer,1,1,1
niiiiiiiice,1,1,1
okc,1,1,1
tug,1,1,0
shoul,1,1,1
flagss,1,1,0
popoff,1,1,1
plumer,1,1,1
iiy,1,1,1
confessiontime,1,1,1
rink,1,0,0
nawh,1,1,1
marquette,1,1,0
cottonelle,1,1,1
monochromatic,1,1,0
wwjd,1,1,1
heyboo,1,1,1
yessuhh,1,1,1
itslife,1,1,1
oshey,1,1,1
hopefullly,1,1,1
ucf,1,1,1
rearrange,1,1,1
balmy,1,1,0
forsho,1,1,1
way.i,1,1,1
hellnaw,1,1,1
wecantdate,1,1,1
announcer,1,1,1
whtcha,1,1,1
talkaboutyourcrushnight,1,1,1
oughta,1,1,1
michigan,1,1,0
bouce,1,1,1
lakernation,1,1,1
lakergang,1,1,1
knicksnation,1,1,1
beaach,1,1,1
eyaa,1,1,1
wildcats,1,1,0
whaaatever,1,1,1
doorknob,1,1,0
whipin,1,1,1
graining,1,1,0
dummest,1,1,1
finesser,1,1,1
outrun,1,1,1
cruelest,1,1,0
wheeel,1,1,1
meu,1,1,1
rs,1,0,0
megan,1,0,1
aqi,1,1,1
replys,1,1,0
tyrese,1,1,1
menggunakan,1,1,1
pera,1,1,1
familia,1,1,1
albino,1,1,1
devia,1,1,1
birdy,1,1,1
simone,1,1,1
ariana,1,1,0
omg,1,1,1
textd,1,1,1
larry,1,1,1
gomez,1,1,1
glossy,1,0,0
qu'il,1,1,1
rafael,1,1,1
slutted,1,1,1
mai,1,1,1
beige,1,1,0
speedier,1,1,0
amber,1,1,0
jeans,1,1,0
homr,1,1,1
pokemon,1,1,1
notebook,1,1,0
cialis,1,1,0
droid,1,1,1
orangee,1,1,1
nakedd,1,1,1
real,1,1,0
usb,1,1,1
fflw,1,1,1
suspense,1,1,1
moor,1,1,0
pawpaw,1,1,0
diabetes,1,1,1
dilate,1,1,0
pornos,1,1,0
torrent,1,1,0
overload,1,1,0
annette,1,1,1
cole,1,1,0
qq,1,1,1
outed,1,0,0
niece,1,1,1
oldd,1,1,1
peur,1,1,1
or,1,1,0
netflix,1,1,1
dopee,1,1,1
dumped,1,1,0
moore,1,1,0
cheetohs,1,1,1
stepdads,1,1,1
aggervating,1,1,1
coom,1,1,1
beanies,1,1,0
textline,1,1,1
anus,1,1,1
send,1,1,0
bed,1,0,0
channel,1,1,0
polusi,1,1,1
borinn,1,1,1
commented,1,1,0
unjustly,1,1,1
alto,1,1,0
bue,1,1,1
bantal,1,1,1
nosey,1,1,0
techo,1,1,1
saca,1,1,1
lleva,1,1,1
norwood,1,0,1
chung,1,1,1
mcd,1,1,1
oranges,1,1,0
wallis,1,0,1
txtn,1,1,1
quis,1,1,1
tvs,1,1,0
made,1,1,0
sherlock,1,1,0
feh,1,1,1
gu,1,1,0
carin,1,1,1
grimey,1,1,1
icetea,1,1,1
peos,1,1,1
stalley,1,1,1
dreamchasers,1,1,1
perkin,1,1,1
candi,1,1,1
bandar,1,1,1
cagado,1,1,1
cellular,1,1,1
norbit,1,1,1
daughter,1,1,0
her,1,1,1
------,1,1,1
trauma,1,1,0
sperm,1,1,0
stalkers,1,1,0
illegally,1,1,0
headaches,1,1,0
tane,1,1,1
domino,1,0,0
buffet,1,1,0
waiting,1,1,0
lonely,1,1,0
chink,1,1,0
gabbana,1,1,1
timberland,1,1,0
ptv,1,1,1
trapped,1,0,0
hi,1,1,0
vitamins,1,1,0
commericals,1,1,1
keyboards,1,1,0
steve,1,1,1
marihuana,1,1,0
humans,1,1,0
giraffes,1,0,0
melted,1,1,0
swagfags,1,1,1
boost,1,1,0
bumblebee,1,0,0
born,1,0,0
paradise,1,1,0
olicity,1,1,1
tarifas,1,1,1
podolski,1,1,1
faculdade,1,1,1
throwbacks,1,1,0
gfs,1,1,1
taco,1,1,0
gsd,1,1,1
afterschool,1,1,1
gunung,1,1,1
banjir,1,1,1
starbursts,1,1,1
laissez,1,1,1
etre,1,1,1
noticed,1,1,0
growing,1,1,0
cena,1,1,1
ntm,1,1,1
goot,1,1,1
aything,1,1,1
menyampaikan,1,1,1
kalisha,1,1,1
smokey,1,1,1
redd,1,1,1
goods,1,1,0
sears,1,1,0
retail,1,1,1
minta,1,1,1
kualitas,1,1,1
skeezy,1,1,1
timelines,1,1,0
phoneless,1,1,1
verses,1,1,0
janet,1,1,1
biggs,1,1,1
babes,1,1,0
walkingg,1,1,1
waitingg,1,1,1
aigner,1,1,1
jaila,1,1,1
notes,1,1,0
garlic,1,0,0
hues,1,1,0
weekly,1,1,0
steffy,1,1,1
biscuits,1,1,0
hotdogs,1,1,0
nardy,1,1,1
joyed,1,0,0
hooooot,1,1,1
dejon,1,1,1
review,1,0,0
data,1,0,0
writer,1,1,0
publisher,1,1,0
creeps,1,1,0
pyros,1,1,1
zaye,1,1,1
frienda,1,1,1
toro,1,1,1
recents,1,1,0
tamela,1,1,1
ghana,1,1,0
loni,1,1,1
victorious,1,1,0
ponte,1,1,1
underscores,1,1,0
nias,1,0,1
soreness,1,1,0
suites,1,1,0
seexy,1,1,1
brownie,1,1,0
kany,1,1,1
lahir,1,1,1
nique,1,1,1
dumb,1,1,0
binatang,1,1,1
nya,1,1,1
kayaknya,1,1,1
autotune,1,0,1
mhee,1,1,1
dominque,1,1,1
tyshon,1,1,1
haters,1,1,0
asiana,1,1,1
commentn,1,1,1
bluebird,1,1,0
htl,1,1,1
jannah,1,1,1
jewelery,1,1,1
cuaca,1,1,1
tish,1,1,1
anisha,1,1,1
revolvers,1,1,0
plaid,1,1,0
wyte,1,1,1
goodnightt,1,1,1
pgs,1,1,1
cones,1,1,0
russy,1,1,1
infamous,1,1,0
livestream,1,0,1
hally,1,1,1
kenzo,1,1,1
showr,1,1,1
ebm,1,1,1
imams,1,1,0
freakishly,1,1,0
tosa,1,1,1
trin,1,1,1
bead,1,1,0
sandman,1,1,1
troopers,1,1,0
panamera,1,1,1
watches,1,1,0
skool,1,1,1
fooooooooood,1,1,1
nik,1,1,1
personalities,1,1,0
denzel,1,1,1
bootlegs,1,1,0
ruckus,1,1,0
boud,1,1,1
mondy,1,1,1
ingram,1,1,1
six,1,1,0
chae,1,1,1
canton,1,1,0
adina,1,1,1
marri,1,1,0
twitvid,1,1,1
foooodd,1,1,1
havana,1,1,0
misinterpreted,1,1,0
gochu,1,1,1
hesus,1,1,1
tonia,1,1,1
quickly,1,1,0
pjs,1,1,1
dozing,1,1,0
looking,1,1,0
might,1,1,0
gdad,1,1,1
foo,1,1,1
jeda,1,1,1
follback,1,1,1
kirk,1,1,1
burley,1,1,1
t.v,1,1,1
chaun,1,0,1
hooome,1,1,1
ahahaha,1,1,1
easily,1,0,0
marshay,1,1,1
asesinar,1,1,1
mtvstars,1,1,1
incluso,1,1,1
june,1,1,0
subtracting,1,1,0
snaping,1,1,0
gummies,1,1,1
xperience,1,1,1
u.,1,1,1
outcho,1,1,1
thunderstruck,1,1,0
refills,1,1,0
record,1,1,0
season,1,1,0
day,1,1,0
year,1,1,0
fback,1,1,1
ihadd,1,1,1
anniversary,1,1,0
db,1,1,0
goes,1,1,0
niyo,1,1,1
cormier,1,1,1
lumi,1,1,1
anit,1,1,1
nhaa,1,1,1
j.p,1,1,1
mares,1,0,0
vday,1,1,1
alternates,1,1,0
filter,1,1,0
infiniti,1,1,1
deir,1,1,1
kyree,1,1,1
lecture,1,1,0
syllabus,1,1,0
micha,1,1,1
fukas,1,1,1
mani,1,1,1
strike,1,1,0
chastity,1,1,0
folloback,1,1,1
minty,1,1,1
nuk,1,1,1
morgen,1,1,1
confess,1,1,0
catinga,1,1,1
popa,1,1,1
exacto,1,1,1
digo,1,1,1
escaped,1,1,0
int,1,1,1
vile,1,1,0
larenz,1,1,1
adultery,1,1,0
tinychat,1,1,1
gell,1,1,1
archie,1,1,1
insured,1,1,0
billboard,1,1,0
grungy,1,1,0
crayola,1,1,1
preowned,1,1,1
smoky,1,1,1
hez,1,1,1
afv,1,1,1
nai,1,1,1
uspa,1,1,1
snapper,1,1,0
seeen,1,1,1
grunt,1,1,0
skg,1,1,1
waved,1,1,0
monti,1,1,1
holic,1,1,1
sterilized,1,1,0
terrorists,1,1,0
sleazy,1,1,0
wavey,1,1,1
hurr,1,0,1
pomegranate,1,1,0
catfishin,1,1,1
burry,1,1,0
jls,1,1,1
chasing,1,1,0
hangover,1,0,0
molecular,1,1,1
pocky,1,1,1
marved,1,1,1
matu,1,1,1
proximity,1,1,0
sneak,1,1,0
scorpio,1,1,0
emotional,1,1,0
productions,1,1,0
otterbox,1,1,1
yeen,1,1,1
b.r,1,1,1
meee,1,1,1
butlers,1,1,0
daycare,1,1,0
employee,1,1,1
weed,1,1,0
double,1,1,0
range,1,1,0
patton,1,0,1
sluggish,1,1,0
lamo,1,1,1
flk,1,1,1
geico,1,1,1
_____________,1,1,1
handshakes,1,1,0
jud,1,0,1
awfully,1,1,0
purpin,1,1,1
flexxing,1,1,1
placed,1,1,0
opened,1,1,0
earings,1,1,1
kale,1,1,0
olajuwon,1,1,1
conformable,1,1,0
cutting,1,1,0
mime,1,1,0
maywether,1,1,1
kickd,1,1,1
rooster,1,1,0
eattin,1,1,1
unregistered,1,1,1
presumed,1,1,0
camos,1,0,0
ditelpon,1,1,1
leas,1,1,0
evette,1,1,1
hoova,1,1,1
fitzgerald,1,1,0
jango,1,1,1
pplz,1,1,1
hal,1,1,1
rejects,1,1,0
inquiry,1,1,0
bidin,1,1,1
dunwoody,1,1,1
switches,1,1,0
meadows,1,1,0
bighead,1,1,1
nourishment,1,1,0
holocaust,1,1,0
scooters,1,1,0
toilets,1,0,0
tongues,1,1,0
liabilities,1,0,0
uff,1,1,1
birdman,1,1,1
outcheaa,1,1,1
horriable,1,1,1
stuppid,1,1,1
dagg,1,1,1
disturb,1,1,0
kindness,1,0,0
masculine,1,0,1
screeming,1,1,1
mmh,1,1,1
workshops,1,1,0
sumthinn,1,1,1
dignity,1,1,0
osrs,1,1,1
senioritus,1,1,1
jot,1,1,0
menyaksikan,1,1,1
yestrday,1,1,1
nwa,1,1,1
empress,1,1,1
lattimore,1,1,1
bope,1,1,1
whips,1,1,0
classi,1,1,1
braucht,1,1,1
refrigerator,1,1,0
agreements,1,1,0
disagreements,1,1,0
irratates,1,1,1
floatin,1,1,1
stretchin,1,1,1
illin,1,1,1
rhymin,1,1,1
janks,1,1,1
miggas,1,1,1
clipstar,1,1,1
weeeak,1,1,1
aleister,1,1,1
swimwear,1,1,0
sexiest,1,1,0
sexier,1,1,0
homelessness,1,1,1
creased,1,1,0
phase,1,1,0
momms,1,1,1
shout,1,1,0
shyshy,1,1,1
playsuit,1,1,1
eject,1,1,0
coat,1,1,0
pocus,1,1,1
yawn,1,1,0
nber,1,1,1
moveset,1,1,1
kah,1,1,1
dvr,1,1,1
skateboard,1,1,1
zann,1,1,1
another,1,1,0
cooling,1,1,0
giveaway,1,1,0
poker,1,1,0
nighas,1,1,1
bxtchs,1,1,1
sauced,1,1,0
wimpy,1,1,0
lunchbox,1,1,1
unannounced,1,1,0
muppet,1,1,1
scrims,1,1,0
emai,1,1,1
toasty,1,1,1
unnerving,1,1,0
fest,1,1,1
oct,1,1,0
riz,1,1,1
zaa,1,1,1
sotomayor,1,1,1
wtk,1,1,1
oveer,1,1,1
thun,1,1,1
thei,1,1,1
nitro,1,1,1
serenade,1,1,0
buggn,1,1,1
aquarium,1,1,0
flys,1,0,0
wuenak,1,1,1
healty,1,1,1
kings,1,1,0
rush,1,1,0
percebemos,1,1,1
yq,1,1,1
stalling,1,1,0
youngin,1,0,1
h.a.m,1,1,1
hyphen,1,1,0
ladies,1,1,0
midget,1,1,0
cjc,1,1,1
womann,1,1,1
foriegn,1,1,1
umami,1,1,1
expense,1,1,0
proceedings,1,1,0
credencial,1,1,1
twatchingg,1,1,1
miscarriage,1,1,0
bladder,1,0,0
induced,1,1,0
whispering,1,1,0
juniors,1,0,0
deploy,1,1,1
fooling,1,1,0
furr,1,1,1
yhal,1,1,1
nobodyy,1,1,1
lompat,1,1,1
tob,1,1,1
fos,1,1,0
younging,1,0,1
ligth,1,1,1
picky,1,1,0
majorly,1,1,1
bluff,1,1,0
komin,1,1,1
shanks,1,1,0
imaged,1,1,0
tuel,1,1,1
audition,1,1,0
amusement,1,1,0
gaines,1,1,0
liters,1,1,0
boringness,1,1,0
shepp,1,1,1
amaze,1,1,0
stace,1,1,1
conversing,1,0,0
caff,1,0,1
muhaha,1,1,1
tott,1,1,1
pahlawan,1,1,1
spa,1,0,0
smelly,1,1,0
plyr,1,1,1
nenaa,1,1,1
deei,1,1,1
drankin,1,1,1
hole,1,1,0
foot,1,1,0
penalty,1,1,0
schedules,1,1,0
dweeb,1,1,0
hired,1,1,0
probs,1,1,1
balla,1,1,1
haz,1,1,1
goess,1,1,0
minimums,1,1,0
parad,1,1,1
mainline,1,1,1
reef,1,1,0
relieving,1,1,0
arousal,1,1,0
nunin,1,1,1
wifed,1,1,1
thelittlethings,1,1,1
tennesse,1,1,1
fgk,1,1,1
doja,1,1,1
gentes,1,1,0
liess,1,1,0
lifeisgood,1,1,1
haf,1,1,1
dwindling,1,0,0
bill,1,1,0
puked,1,1,0
uggh,1,1,1
healthier,1,1,0
fracture,1,1,0
tip,1,1,0
bachelor,1,1,0
wrre,1,1,1
amusing,1,1,0
idiotic,1,0,0
daaat,1,1,1
fugazy,1,1,1
fuckry,1,1,1
yummie,1,1,1
setter,1,1,0
sidee,1,1,1
bymyself,1,1,1
streamline,1,1,1
clockers,1,1,1
touting,1,1,0
omitting,1,1,0
hotly,1,1,0
forsaken,1,1,0
sustentado,1,1,1
quess,1,1,1
brawling,1,1,0
harms,1,1,0
destroying,1,1,0
iaaan,1,1,1
judys,1,1,1
darne,1,1,1
blisters,1,1,0
terkadang,1,1,1
stafford,1,0,1
hibernate,1,1,0
shouldaa,1,1,1
shook,1,0,0
myeyes,1,1,1
strategies,1,1,0
abstractions,1,1,0
sicking,1,1,0
sicck,1,1,1
harrell,1,1,1
norv,1,1,1
bitkh,1,1,1
elements,1,1,0
tootsies,1,0,1
achieved,1,1,0
destined,1,1,0
jeanz,1,1,1
